dim1,dim2
707158,25439
707171,511412
707180,750154
707181,102562
707186,41968
707194,360782
707203,832757
707205,554316
707207,353923
707228,333627
707230,188165
707253,712167
707262,419213
707267,562977
707268,719734
707269,190007
707272,477464
707273,823717
707301,670984
707315,577062
707358,903385
707367,548311
707386,739202
707393,452078
707405,797247
707406,436316
707417,571153
707428,207312
707429,441369
707444,496916
707447,340965
707449,64802
707458,673671
707471,460989
707476,779655
707488,2904
707497,170078
707502,913666
707503,97363
707504,518549
707512,75087
707519,759143
707524,274625
707524,299814
707536,250714
707542,50651
707544,77922
707544,443004
707562,124582
707564,304576
707569,700385
707582,304661
707588,723015
707595,165733
707596,745353
707617,37821
707620,15924
707626,214045
707639,73475
707649,177612
707668,74065
707683,923541
707683,559278
707687,608493
707693,80781
707701,913375
707703,94377
707711,176179
707712,268223
707717,207044
707720,725141
707721,751773
707726,162564
707728,164631
707730,644695
707734,648234
707753,286365
707800,301645
707800,428204
707801,150826
707809,93544
707820,152408
707821,603614
707850,921865
707858,175231
707873,878887
707873,350984
707874,246331
707877,410389
707888,610342
707893,175735
707903,702847
707908,242109
707911,292931
707923,216051
707933,576971
707939,318874
707939,74457
707943,74961
707951,571623
707956,625553
707958,455328
707959,697472
707961,6789
707963,645116
707970,436122
707970,416346
707984,261834
707991,907758
707991,78008
707992,162989
707999,850492
708007,250411
708011,431003
708012,334281
708012,84135
708041,656685
708050,166847
708057,371656
708063,815511
708067,906795
708074,457545
708084,532692
708088,527256
708089,453564
708093,823
708107,42411
708126,668324
708149,152703
708149,830319
708150,63071
708170,163488
708180,28747
708187,813974
708189,620935
708189,562362
708194,708515
708194,524388
708194,905427
708208,918885
708213,591079
708216,529534
708222,939465
708223,822009
708252,828696
708256,75958
708260,824885
708263,362143
708269,264569
708272,478531
708287,647561
708305,47458
708318,467403
708319,531783
708326,733945
708330,95649
708333,700172
708342,54932
708343,184193
708372,4577
708392,300213
708395,465646
708426,919953
708426,64197
708443,504528
708454,866022
708460,316297
708465,520681
708467,91619
708482,73881
708501,377477
708501,672082
708525,834888
708538,87777
708547,65088
708547,565414
708548,719595
708573,239938
708575,483439
708577,398212
708592,898125
708593,185864
708593,71232
708596,84573
708597,646163
708615,572856
708635,14871
708645,592
708655,639567
708657,906455
708659,630927
708663,82632
708665,73588
708666,701247
708666,115175
708666,846816
708669,76449
708682,44939
708687,600054
708705,920856
708708,189636
708714,750418
708717,825702
708719,758405
708721,80255
708729,525853
708734,287184
708740,869117
708749,288848
708762,411815
708789,155388
708792,623984
708799,808718
708809,654468
708810,60418
708811,243494
708814,80031
708815,531418
708820,79027
708831,281945
708833,341911
708839,61989
708845,722696
708847,944834
708859,629304
708859,520816
708860,837443
708862,195658
708863,660866
708873,547258
708881,899041
708890,331112
708896,202722
708904,558373
708931,155344
708932,314823
708938,69475
708940,910226
708941,10454
708961,234308
708970,727243
708974,837545
708976,95456
708977,299324
708982,411727
708999,232442
709002,87045
709015,570135
709028,738856
709034,198146
709035,203651
709039,525996
709042,721684
709057,803727
709063,282194
709064,790631
709066,898564
709073,290394
709092,755756
709097,647292
709097,156053
709116,651236
709120,719979
709124,946333
709133,552896
709139,191919
709143,240938
709144,156356
709145,460979
709148,467672
709158,374338
709182,176675
709184,779827
709188,452343
709202,444835
709228,473459
709239,177719
709257,817845
709263,887749
709265,513001
709270,685682
709277,144122
709283,539265
709283,397596
709291,447216
709306,926223
709309,79586
709317,187726
709329,732534
709334,288977
709343,28509
709351,480511
709359,413594
709381,87917
709396,282469
709403,626665
709408,461976
709408,883229
709411,628501
709413,4796
709418,748846
709421,83022
709425,440105
709431,727592
709442,9373
709446,460426
709460,765888
709467,352893
709469,878379
709469,627083
709477,317077
709477,440597
709479,722219
709492,523128
709497,81714
709504,710463
709505,477417
709505,712746
709520,194724
709525,377586
709526,73377
709532,372141
709532,473733
709533,938228
709534,637329
709534,925461
709540,165151
709561,166681
709568,185358
709568,922714
709570,477512
709580,734192
709582,73026
709583,804324
709592,717732
709593,576561
709617,667934
709620,850468
709631,36434
709634,154085
709639,256146
709648,373939
709665,622834
709674,913658
709693,362628
709696,255415
709709,333756
709712,73919
709719,285948
709719,62683
709740,75452
709741,725416
709757,438427
709757,62261
709757,912174
709758,635319
709758,198003
709769,375114
709769,73035
709772,273171
709774,841807
709787,281504
709798,316752
709811,360333
709818,15592
709820,178745
709829,729104
709831,201712
709833,521291
709843,474502
709857,53622
709866,633897
709877,450461
709883,477567
709891,89492
709894,455632
709894,449985
709896,830557
709900,697248
709905,276635
709907,823182
709911,17096
709920,536239
709921,918133
709923,789211
709924,231756
709945,763056
709963,805909
709963,652985
709965,256208
709973,893336
709985,554591
710019,921117
710031,725893
710037,592342
710038,573062
710044,582612
710045,82783
710055,294832
710066,779117
710066,685991
710067,758493
710067,68961
710079,132201
710094,933014
710094,918124
710102,685359
710104,105387
710107,411025
710119,472655
710120,828642
710125,819217
710130,231774
710131,825075
710133,524733
710136,265489
710137,816311
710140,799437
710146,245595
710147,84086
710150,909914
710165,92615
710185,184358
710193,657243
710211,532978
710211,17475
710213,109289
710216,702337
710218,68227
710222,595074
710229,632649
710232,8603
710236,279957
710248,325346
710251,270933
710252,814437
710257,364902
710286,906889
710287,514529
710288,393268
710292,230946
710309,435249
710311,728052
710318,216853
710322,103898
710346,720396
710352,156505
710359,548976
710362,633793
710362,916769
710366,853573
710370,831282
710372,830053
710372,624617
710378,59344
710393,171488
710407,829448
710413,680318
710416,157282
710423,719397
710427,179756
710428,855078
710439,823857
710443,156363
710444,124693
710449,86122
710467,355031
710473,258803
710475,173229
710479,472374
710481,547003
710499,20687
710507,201121
710516,709708
710542,633955
710543,540258
710550,49266
710550,902021
710560,806735
710594,118819
710617,902585
710621,808196
710623,175149
710630,258309
710639,4454
710641,825119
710644,531347
710657,782417
710668,690246
710676,357921
710678,843599
710682,820216
710683,424655
710683,287526
710685,431608
710687,511954
710689,300528
710697,374525
710700,447168
710721,177933
710769,792129
710774,624534
710785,894822
710801,749883
710803,68143
710816,199698
710819,546804
710830,8469
710835,341574
710837,68909
710857,742184
710872,51776
710886,15689
710897,540035
710903,439213
710911,324951
710911,432425
710925,394272
710949,895028
710959,565323
710960,358574
710968,207436
710971,622884
710972,741782
710979,516258
710979,142896
710993,918658
710994,531785
711000,706422
711012,274151
711036,43872
711036,70519
711036,464209
711038,886884
711039,108035
711048,196026
711052,211679
711053,175697
711058,639201
711060,612578
711062,328816
711063,597261
711079,456084
711087,916246
711095,645073
711104,273827
711108,447171
711110,369457
711119,482437
711121,366903
711122,716636
711126,64656
711126,511609
711131,195037
711139,555701
711147,377454
711152,70682
711155,666856
711156,225132
711163,541496
711166,802509
711167,38273
711178,287117
711182,568113
711189,59663
711209,273546
711218,862727
711223,816586
711227,216616
711238,264992
711258,714108
711263,908605
711266,55359
711279,809606
711289,260342
711299,714673
711305,15066
711308,812571
711322,710333
711327,35032
711339,945577
711342,444056
711351,659291
711352,715218
711354,173359
711355,401143
711360,828727
711360,81531
711371,194896
711380,598301
711382,243364
711387,767084
711394,335816
711405,885015
711409,772288
711434,65825
711442,436382
711445,921596
711448,818354
711451,354176
711454,949424
711455,341232
711455,116389
711460,453857
711467,602457
711472,883443
711480,639264
711501,711758
711506,7931
711510,174701
711511,909555
711513,643091
711515,779901
711519,814035
711520,845923
711521,89317
711522,571856
711540,61438
711546,347592
711564,459599
711578,364738
711580,849032
711591,710321
711592,164791
711599,719049
711602,92934
711610,728698
711642,639436
711647,716909
711647,16487
711649,901719
711650,151321
711650,46497
711654,555605
711655,863991
711656,367707
711658,130398
711660,740924
711662,357338
711664,257677
711679,78673
711687,100214
711688,540416
711690,829065
711692,807464
711714,510877
711717,487818
711726,882889
711730,900097
711737,819907
711749,664839
711749,263647
711749,487072
711753,252454
711756,382356
711790,653368
711804,480522
711806,200695
711812,576008
711818,725213
711829,745932
711832,4348
711836,223722
711836,14071
711841,481533
711845,850673
711846,896215
711861,775798
711863,862684
711880,557884
711882,482689
711888,46948
711889,907946
711890,423507
711890,715253
711894,931633
711895,286866
711899,638692
711911,706386
711919,700805
711920,694391
711933,361279
711954,831152
711956,377384
711964,905765
711973,255619
711985,541045
711994,457165
711998,538865
712000,185628
712001,721889
712005,901903
712011,628256
712014,732081
712016,623494
712021,643933
712033,73449
712055,357124
712062,38989
712064,392484
712087,821893
712096,547387
712110,339649
712111,535654
712115,692681
